Gem Name,Download Count
"picasa",62589
"unix-whereis",62576
"optitron",62554
"wand",62537
"e9_crm",62526
"chriseppstein-compass",62499
"ey_cloud_server",62492
"ibandit",62481
"intl-tel-input-rails",62407
"capybara-ng",62363
"googlestaticmap",62342
"roda-component",62335
"activeadmin-select2",62317
"angellist_api",62316
"musicbrainz",62306
"rubysl-ostruct",62298
"acts_as_solr",62289
"selenium_fury",62251
"rack-host-redirect",62230
"goodguide-gibbon",62216
"sentimental",62209
"rubysl-prettyprint",62198
"pubnub-ruby",62189
"jsender",62149
"fluent-plugin-tail-multiline",62147
"quandl_operation",62131
"rubysl-erb",62130
"romaji",62126
"jdbc-h2",62122
"authpds-nyu",62100
"soar_authentication_token",62096
"walker_method",62090
"crocodoc",62077
"contextio",62073
"cascading-configuration-setting",62048
"fluent-plugin-geoip",62047
"acts_as_list_with_sti_support",61989
"active_record-updated_at",61988
"best_boy",61986
"no_notifier_needed",61983
"aitch",61982
"dslh",61949
"carthage_cache",61940
"stem",61934
"connection_manager",61927
"rstats",61913
"gtk_module",61906
"active_node",61875
"mina-puma",61872
"idata",61839
"solr-ruby",61829
"adauth",61803
"paperclip-sftp",61769
"mountain-goat",61766
"acts_as_versioned",61754
"appengine-rack",61738
"pdf-merger",61710
"soapy_cake",61691
"oneapi-ruby",61687
"wuparty",61685
"long-decimal",61684
"r18n-rails",61672
"bootstrap-glyphicons",61670
"enum_column_strict",61659
"beautiful_scaffold",61643
"seven_zip_ruby",61640
"microwave",61638
"openall_time_applet",61624
"android_lint_translate_checkstyle_format",61615
"boom",61614
"double_entry",61601
"negroku",61601
"soar_xt",61577
"activemessaging-kestrel-adapter",61560
"rack-block",61549
"muck-profiles",61530
"simplecov-lcov",61508
"translation_center",61499
"capillary",61495
"chatwork",61484
"action_presenter",61476
"remix",61454
"facebox-rails",61451
"mochigome",61446
"visage-app",61438
"eventmachine-le",61419
"athena",61414
"icu_name",61407
"rscm",61397
"saddle",61394
"bulldog",61390
"base58",61384
"cf-message-bus",61380
"smartware",61328
"synthesis",61300
"academic_benchmarks",61297
"appraiser",61280
"forj",61273
"graphite_graph",61268
"qiniu",61230
"mongoid_geo",61225
"tweetlr",61205
"iron_cache",61200
"acts_as_nested_interval",61197
"ero_getter",61181
"biggs",61179
"itamae-mitsurin",61171
"conred",61126
"redmine_extensions",61102
"gitolite",61101
"moj_template",61100
"minitest-fail-fast",61086
"baby_squeel",61085
"bowline",61070
"vfs",61063
"fluent-plugin-add",61058
"stackdeck",61054
"active_nomad",61044
"trinidad_daemon_extension",61023
"zip_code_jp",61018
"rubysl-thread",61017
"jasmine-phantom",61009
"shelr",60999
"codebase",60999
"drumherum",60987
"dailycred",60982
"async-rails",60974
"redmine_crm",60971
"mongoid-encrypted-fields",60970
"LVS-JSONService",60947
"gem_version",60939
"backtracer",60933
"lazy_loader",60892
"rack-accept-default",60888
"acts_as_dag",60878
"anybase",60878
"cuculungwa",60871
"ruby-lsapi",60869
"Fboauth2",60855
"watirmark",60843
"wayback_machine_downloader",60826
"infusionsoft",60821
"pkgr",60816
"traceview",60809
"symbolic",60803
"has_searcher",60766
"spotify",60733
"bio-samtools",60733
"c3s",60708
"squasher",60696
"memprof",60692
"vagrant-pe_build",60681
"smart_asset",60675
"paypal-sdk-adaptiveaccounts",60603
"payeezy",60595
"capistrano-fanfare",60576
"mario",60570
"tty-which",60560
"cloudster",60556
"google4r-checkout",60537
"ruby-vpi",60526
"validates_url_format_of",60522
"lock-smith",60516
"minitest-vcr",60515
"zippy",60466
"vte",60465
"hubstats",60462
"busk-ruby-readability",60457
"capistrano-karaf",60445
"rubysl-abbrev",60442
"uri-query_params",60424
"sidekiq_monitor",60417
"cloudstack_client",60394
"resque-batched-job",60388
"sensu-dashboard",60371
"thorsson_cups",60359
"benchmark_suite",60356
"rails_admin_settings",60330
"rubysl-pty",60319
"right_data",60308
"cowtech-lib",60305
"minitap",60292
"ruby_rncryptor",60287
"activesupport-inflector",60284
"less-rails-fontawesome",60272
"ona",60265
"buildar",60243
"norikra-client",60233
"thesilverspoon",60228
"rubysl-shellwords",60216
"chronic_cron",60209
"basis-processing",60208
"google-authenticator-rails",60164
"middleman-compass",60134
"joosy",60133
"xlsx_writer",60132
"localyzed",60131
"introjs-rails",60127
"fuzzyhash",60121
"CollegiateLink",60110
"rails_tokeninput",60107
"listjs-rails",60093
"rack-iframe",60088
"bowtie",60088
"rails2_asset_pipeline",60037
"pry-exception_explorer",60020
"kag-gather",59998
"encrypted-cookies",59968
"snowplow-tracker",59963
"anjlab-widgets",59948
"acts_as_enum",59942
"contest",59940
"active_press",59937
"cuke4duke",59934
"rails_param",59933
"dohutil",59928
"capistrano_mailer",59925
"stache",59890
"sprout-flashplayer-bundle",59888
"trinitycrmod",59858
"pit",59855
"80legs",59851
"locomotive_liquid",59845
"cascading-configuration-hash",59839
"dyntool",59837
"puffer",59822
"cloudapp",59798
"rubysl-curses",59798
"rjack-slf4j",59791
"pronto-fasterer",59787
"rom-repository",59785
"invoker",59783
"webbynode",59777
"bootstrap_helper",59759
"ey_services_fake",59740
"addressabler",59733
"waistband",59728
"xirr",59693
"markerclustererplus-rails",59690
"foundation_rails_helper",59671
"sunrise-cms",59659
"transactd",59654
"named-parameters",59652
"tamtam",59651
"swiftype",59646
"deadweight",59641
"proxymachine",59641
"dupe",59630
"ios_android_toolbox",59607
"remailer",59604
"nilac",59591
"sinatra-respond_to",59537
"aptible-tasks",59530
"deltacloud-core",59516
"grackle",59502
"gphoto4ruby",59496
"gis-distance",59488
"traffic_jam",59476
"seeing_is_believing",59439
"cpf_validator",59433
"earlgrey",59431
"ruby_version",59430
"ffi-ncurses",59411
"hanami-router",59408
"vericite_api",59401
"bytes_converter",59395
"jdbc-helper",59367
"rails-sh",59354
"ffi-hunspell",59342
"vagrant-vbox-snapshot",59339
"radiant-event_calendar-extension",59322
"soar_auditing_format",59321
"html5_validators",59319
"skates",59313
"ninjs",59290
"active_merchant_ideal",59285
"activegrid",59284
"interactive-logger",59277
"idn-ruby",59276
"search_cop",59249
"csscss",59213
"twitter_username_extractor",59181
"devise-login-cookie",59154
"psd",59152
"consadole_aggregator",59149
"Mxx_ru",59142
"should_not",59130
"bind9mgr",59128
"module-cluster",59113
"survey-gizmo-ruby",59101
"rb-gsl",59082
"coinbase",59055
"rbench",59048
"ext",59025
"sdw-assets",59024
"table_cloth",59013
"linefit",58996
"git-ssh-wrapper",58974
"brightbox-cli",58967
"rubysl-e2mmap",58962
"ticketmaster-github",58954
"cloud66",58940
"datastax_rails",58928
"sparklines",58922
"shopify-tcr",58916
"sinatra-mustache",58903
"longshoreman",58902
"pulse-meter",58883
"good_migrations",58881
"packable",58876
"gengo",58873
"checkr-official",58850
"active_scaffold_batch_vho",58843
"acts_as_list_mongoid",58806
"logstash-output-email",58806
"angular-rails",58778
"lazy",58767
"hoe-bundler",58759
"coded_options",58754
"keytar",58742
"adherent",58730
"smurf",58730
"gemsmith",58695
"caterpillar",58685
"sidekiq-debounce",58674
"datet",58663
"rubysl-rinda",58661
"vagrant-sptsync",58657
"discourse_api",58655
"i18n-one_sky",58643
"conductor",58640
"activerecord-fb-adapter",58631
"pt-flow",58631
"right-rails",58614
"filter_form",58612
"querybuilder",58588
"require_reloader",58574
"abstractivator",58573
"rack-insight",58569
"gmo",58566
"pg_search_scope",58559
"phcpress",58550
"qa",58546
"expansions",58529
"xcharts_rails",58519
"doodle",58518
"rabbit",58498
"puppet-parse",58473
"O_O",58470
"upc",58467
"flickrup",58464
"teapot",58427
"inversion",58427
"quandl_data",58393
"appbundle-updater",58377
"kurchatov",58370
"cert_validator",58353
"actionverb_s3_direct_upload",58341
"vagrant-winnfsd",58338
"google_maps_service",58333
"suitcase",58333
"preconditions",58316
"dm-is-nested_set",58302
"sprout-asunit3-library",58291
"rubyjedi-soap4r",58265
"chamber",58263
"partitioned",58262
"linecook-gem",58256
"thegarage-gitx",58254
"guard-gulp",58247
"auth-lh",58245
"gritano",58234
"abiquo-installer-tests",58227
"rbtagger",58224
"rubysl-cgi",58218
"smartystreets",58209
"smilodon",58198
"sinatra-cometio",58195
"jekyll-import",58177
"briar",58176
"muck-activities",58153
"camellia",58142
"cinderella",58132
"rails_exception_handler",58129
"ci_power",58092
"riemann-dash",58090
"kafo_parsers",58063
"manage",58063
"benchmark-perf",58055
"test-unit-minitest",58041
"mxhero-api",58016
"thor-rails",57985
"rubysl-mathn",57985
"opentox-ruby-api-wrapper",57978
"opener-language-identifier",57977
"fuci-team_city",57965
"logstash-output-lumberjack",57957
"restfulie",57950
"heap_dump",57936
"mongo_session_store-rails4",57907
"circonus",57901
"activemerchant_patch_for_china",57891
"vendorer",57889
"zbxapi",57887
"qiita-markdown",57883
"signed_json",57875
"ffi2-generators",57849
"daru",57847
"rufus-dollar",57842
"beef-admin_area",57833
"gman",57830
"db2fog",57821
"knife-cookbook-doc",57809
"active_exchange",57807
"librarian-ansible",57802
"gunnertechnology",57793
"orkut",57791
"comp_tree",57770
"accentless",57748
"openstax_api",57740
"sprout-flashplayer-tool",57729
"allure-cucumber",57728
"capistrano-scm-copy",57696
"dm-is-remixable",57681
"yaesu",57677
"da_huangs_ruby_extensions",57663
"whimsy-asf",57658
"permalink_fu",57650
"underscore-string-rails",57629
"varint",57628
"zena",57627
"exlibris-primo",57626
"rltk",57604
"browser_details",57600
"omnijack",57597
"salesforcebulk",57595
"circle_speech_balloon",57589
"myslog",57588
"rails-bigint-pk",57579
"tork",57579
"rcodetools",57566
"graphql-active_record",57549
"branston",57546
"rocket_pants-rpm",57540
"leap",57532
"logstash-filter-anonymize",57527
"rubysl-mkmf",57509
"rubysl-zlib",57508
"invisible_captcha",57500
"replicate",57495
"adapi",57488
"ruby-processing",57487
"aced_rails",57473
"cortex-reaver",57473
"csl-styles",57458
"durable_decorator",57455
"omniauth-heroku",57455
"heroku_deploy",57454
"carnival",57442
"jpush",57441
"js_stack",57405
"mailhopper",57401
"kvom",57373
"rubysl-fileutils",57370
"fastimage_discourse",57356
"umlaut",57351
"ticketevolution-ruby",57340
"coyote",57319
"casino",57318
"lolita-translation",57308
"rib",57289
"active_campaign",57285
"dm-postgres-types",57270
"shop_bunny",57257
"rubygems-find",57257
"sensu-plugins-hardware",57253
"fluent-plugin-amqp2",57252
"klepto",57227
"recommendable",57226
"grape-cache_control",57214
"dev_commands",57190
"rubysl-tmpdir",57167
"logstash-core-event-java",57159
"sensu-plugins-supervisor",57150
"termcolor",57142
"rd_find_by_param",57142
"easymon",57136
"muck-comments",57135
"freightrain",57126
"certificate_authority",57126
"ModelMaker",57112
"material_raingular",57103
"marked-rails",57099
"Oasis",57086
"dm-is-searchable",57056
"event_calendar_engine",57028
"yac",57018
"awesm",57006
"cloud_former",56955
"cloud_shaped",56952
"alcapon",56951
"composable_operations",56916
"nwn-lib",56891
"google-webfonts-rails",56883
"cucumber-in-the-yard",56857
"angelo",56855
"rubygame",56833
"cucumber-jvm",56800
"health-monitor-rails",56788
"nestive",56771
"glebtv-ckeditor",56766
"talia_core",56765
"ruby_ext",56756
"typogruby",56747
"rubysl-benchmark",56743
"my_scripts",56734
"relax",56731
"combo_auto_box",56725
"fluent-plugin-dd",56711
"pqueue",56710
"locomotivecms_mounter",56709
"nimbu",56644
"translation",56641
"acpc_poker_player_proxy",56628
"protractor-rails",56626
"starting_blocks",56625
"rubysl-tempfile",56623
"confluencer",56620
"fireruby",56602
"sr-scripts",56595
"expressive",56593
"webby",56590
"typescript-rails",56576
"facebook_app",56548
"sinatra-sugar",56534
"fruit_to_lime",56527
"md2man",56526
"rubysl-etc",56518
"celluloid-zmq",56492
"uri-js-rails",56491
"rango",56472
"motion-require",56438
"ember-cli-assets",56437
"absee",56425
"rubysl-logger",56411
"acts_as_ordinalized",56410
"sequel_core",56400
"trainer",56398
"iugu-ux",56387
"torquebox-capistrano-support",56377
"bogo-cli",56375
"wongi-engine",56370
"enum_accessor",56348
"hypdf",56327
"read_from_slave",56325
"timestamped-scenarios",56303
"mongoid_collection_snapshot",56282
"capistrano-yarn",56275
"iron_hammer",56274
"mediainfo",56257
"corl",56231
"paleta",56214
"spree_zoned",56212
"protocol",56205
"magentor",56205
"eslintrb",56204
"isbn10",56204
"minitest-profile",56198
"landrush",56198
"govuk-lint",56196
"photocopier",56186
"RSRuby",56177
"capistrano-rails-collection",56174
"fxri",56165
"mida",56162
"appium_capybara",56124
"rubysl-delegate",56120
"entity_store",56113
"htmltoword",56112
"send_nsca",56110
"retina_rails",56109
"hippo",56100
"trinidad_init_services",56098
"riif",56092
"minitest-server",56090
"sms-spec",56076
"sidekiq_status",56071
"capistrano-af83",56057
"opener-property-tagger",56052
"extface",56051
"devise_zxcvbn",56022
"smartkiosk-client",56013
"logput",56001
"testrbl",55999
"ruby_ex",55996
"dm-rest-adapter",55952
"mm-devise",55939
"dish",55934
"valcro",55932
"jetpack-rails",55907
"kestrel-client",55895
"heroku-forward",55894
"openstudio-aws",55890
"ecb",55883
"stethoscope",55881
"quicky",55866
"cutter",55863
"fuzzy-string-match_pure",55819
"dynarex-parser",55818
"automobile",55812
"piston",55810
"pork_sandwich",55802
"lazybox",55785
"jgeoip",55782
"configus",55775
"h2ocube_rails_assets",55766
"coral_core",55754
"passbook",55753
"casino_core",55749
"neuron-client",55735
"mactag",55718
"animoto",55699
"brightbox-server-tools",55698
"rubysl-csv",55696
"file-find",55696
"dwolla-ruby",55686
"opal-rspec",55683
"echi-converter",55679
"sekka",55673
"characterizable",55671
"cantango",55650
"chatterbot",55649
"ccp",55629
"goldfinger",55622
"aboutyou-sdk",55613
"maca-fork-csspool",55605
"activerecord-turntable",55603
"activerecord-hierarchical_query",55592
"tml",55589
"dry-matcher",55589
"moonshot",55579
"LanGrove",55577
"configurethis",55574
"fasterer-csv",55561
"innodb_ruby",55539
"polyrex-calendar",55522
"hookshot",55519
"capybara-console",55507
"Locksmith",55501
"vorpal",55479
"compass-recipes",55470
"alephant-publisher",55453
"onkcop",55448
"sandal",55426
"spf",55415
"fgraph",55408
"action_links",55384
"sprig",55374
"rails_weak_etags",55341
"debugging",55334
"machine_tag",55333
"heredoc_unindent",55332
"active_shard",55327
"rubysl-forwardable",55304
"epub-parser",55298
"ruby-puppetdb",55292
"bulk_data_methods",55291
"capitate",55280
"wysihtml-rails",55275
"pigeon",55259
"acts_as_price",55219
"erp_app",55216
"bio-gem",55183
"guard-kitchen",55175
"vault-usage-client",55170
"rubysl-nkf",55163
"sfpagent",55162
"active_model_serializers-cancan",55147
"rubysl-find",55141
"restpack-group-client",55139
"fanforce-worker",55139
"pt",55130
"autoscaler",55124
"luca",55117
"omf_ec",55112
"tachikoma",55111
"bookscan",55103
"gmapsjs",55102
"super_exception_notifier",55087
"whowish_word",55081
"ignore_this_gem",55070
"id3lib-ruby",55057
"plugin_manager",55054
"driftrock-service",55052
"lsof",55028
"omniauth-quickbooks",55028
"contacts_client",55010
"angular-ui-rails",55001
"simple-s3",54997
"radiant-forum-extension",54985
"regexp-examples",54978
"bel_parser",54960
"athena_health",54940
"citygrid_api",54928
"csspool",54915
"lita-github-pinger",54899
"al_papi",54891
"timedcache",54887
"later_dude",54850
"gemnasium",54845
"chronic_between",54838
"cucumber-tag_expressions",54834
"clive",54828
"maid",54826
"activerecord-colored_log_subscriber",54821
"roles_active_record",54819
"meowcop",54819
"wires",54814
"clean_pagination",54809
"influxdb-rails",54808
"logstash-output-gelf",54805
"libreconv",54803
"omnibus-ctl",54763
"datashift",54740
"unicorn-camilo",54734
"jquery-countdown-rails",54734
"miasma-aws",54721
"chroma",54719
"mattock",54711
"json_schema_tools",54700
"lafcadio",54696
"planet",54683
"instapusher",54679
"mongoid_userstamp",54674
"leather",54673
"rubysl-time",54673
"c2dm",54660
"lightrdf",54656
"vulcan",54623
"ostatus2",54604
"resque-heroku",54601
"rubocop-cask",54584
"ssssh",54579
"fdlcap",54577
"madvertise-logging",54574
"i18n_screwdriver",54558
"ficus",54557
"ficonabses",54538
"payola-payments",54536
"rutils",54529
"quality-measure-engine",54519
"rack-wwwhisper",54514
"overlord",54514
"pg_json",54494
"flipper-rails",54456
"guard-puma",54446
"inbox",54435
"dynport_tools",54434
"applix",54430
"capistrano-deploy-tagger",54429
"purchase",54421
"thor-foodcritic",54414
"AddressBookImporter",54406
"capybara-inline-screenshot",54402
"incrdecr_cached_counts",54396
"sub_pub",54384
"formatize",54380
"kitsune",54379
"barney",54373
"gcewinpass",54360
"configurability",54347
"ronin",54343
"tryouts",54342
"awestruct-ibeams",54336
"capybara-typhoeus",54336
"liquid_cms",54332
"rspec-pride",54329
"git-topic",54324
"astrotrain",54320
"dalliance",54317
"mr",54305
"faster_require",54288
"rest_in_place",54282
"sshkeyauth",54266
"greenletters",54248
"tophat",54232
"mongoo",54231
"hiera-file",54209
"rubysl-syslog",54204
"braintree-rails",54201
"aruba-jbb",54193
"restforce-db",54186
"grip",54168
"maxitest",54166
"acts_as_oqgraph",54151
"xmlhash",54146
"endeca_on_demand",54138
"krl",54135
"activeresource-persistent",54125
"carrierwave-ftp",54117
"logstash-input-stomp",54114
"delorean_lang",54105
"hoe-debugging",54097
"disguise",54080
"paratrooper",54077
"nagiosplugin",54074
"chef-metal",54063
"clc-promote",54043
"dike",54040
"evalhook",54039
"swiper-rails",54011
"ardb",54005
"otrs_connector",53997
"rubysl-prime",53985
"gorgon",53985
"dev_flow",53977
"fluent-plugin-dynamodb-drc",53970
"rubysl-enumerator",53967
"checker",53965
"rubysl-net-http",53963
"ruby_motion_query",53962
"args_parser",53961
"activerecord-native_db_types_override",53955
"pronto-eslint",53953
"jekyll-tagging",53947
"bootstrap-material-design",53947
"falkorlib",53943
"stompserver",53939
"ploy",53936
"redikey",53931
"storage_room",53921
"ruby_regex",53917
"capistrano-pending",53916
"em-dir-watcher",53881
"rubysl-bigdecimal",53875
"video_converter",53873
"federated_data",53855
"minion",53848
"heroku-commander",53841
"active_sanity",53839
"acpc_poker_basic_proxy",53829
"net_app_manageability",53823
"atv",53823
"active_record_bulk_insert",53812
"paymill",53793
"rubysl-singleton",53783
"wrangler",53783
"hyperresource",53770
"rack-maintenance",53768
"bgp4r",53766
"colours",53758
"in_place_editing",53750
"c7decrypt",53749
"s3_meta_sync",53746
"killbill-paypal-express",53733
"ruby-fs-stack",53729
"jugyo-termtter",53720
"httpimagestore",53717
"activerecord_enum",53710
"redis_locks",53706
"flaky",53694
"vagrant-reload",53692
"Redir",53679
"rubysl-matrix",53671
"hanami-controller",53660
"data-anonymization",53660
"coulda",53655
"elementaljs-rails",53652
"typescript-node",53649
"action_mailer_verp",53647
"active_admin-awesome_nested_set",53634
"omniauth-box2",53626
"selectivizr-rails",53621
"active_import",53608
"html_validation",53599
"national-rail",53590
"discordrb",53589
"nsisam",53578
"binaryparse",53568
"rvideo",53558
"everqueen",53555
"parseline",53536
"yaccl",53532
"rails-flog",53521
"sensu-plugins-mongodb",53516
"gettext_activerecord",53515
"jax",53510
"smart_colored",53496
"kaminari-cells",53482
"ftools",53477
"swf_fu",53470
"excellent",53467
"tropo-webapi-ruby",53467
"ankusa",53444
"dew",53439
"hobo_jquery",53421
"rubysl-fcntl",53408
"ric",53398
"giphy",53396
"active_scaffold_config_list",53357
"blossom",53347
"ebm",53329
"flipflop",53329
"mongify",53328
"gi_cat_driver",53292
"google-analytics-turbolinks",53285
"source_map",53279
"mails_viewer",53272
"nokogiri-xmlsec-me-harder",53270
"mandrill",53259
"wixgem",53249
"timber",53223
"faml",53210
"rubysl-english",53203
"ruby_omx",53199
"bettertabs",53193
"rubysl-open3",53181
"rack-google_analytics",53179
"rubytest",53176
"query_report",53132
"penchant",53132
"query_diet",53104
"beaker-puppet",53099
"marionetta",53098
"github-api-client",53092
"lwes",53075
"terminator",53061
"firstGem",53059
"rspec-benchmark",53056
"em-zeromq",53056
"firefly",53037
"rack-app",53035
"consistent-hashing",53028
"vaulted_billing",53018
"whos_using_what",53015
"arachni-reactor",53001
"rubysl-complex",52992
"backbone_extensions",52986
"hobo_rapid",52986
"vos",52983
"tuersteher",52980
"naranya_ecm-sdk",52923
"bitfield_flags",52922
"rails-geocoder",52921
"accessible_attributes",52912
"request_store_rails",52904
"screwcap",52903
"ar_http_wrapper",52901
"ip",52896
"action_widget",52895
"logstash-codec-cloudtrail",52886
"logstash-output-kinesis",52885
"shell-spinner",52877
"red",52870
"rubysl-open-uri",52867
"medium-editor-rails",52859
"avocado",52838
"cloudhead-less",52828
"magellan-cli",52827
"merb_sequel",52818
"hobo_jquery_ui",52796
"social_stream-linkser",52790
"absa-notify-me",52774
"spiceweasel",52774
"absa-notify-me",52774
"jeanny",52773
"twine",52766
"logstash-output-slack",52765
"auto_cron",52761
"dejunk",52755
"protector",52738
"euston-eventstore",52717
"tilt-jade",52713
"optipng",52713
"docx_replace",52713
"funkr",52710
"scout_agent",52704
"beet",52702
"generator-spec",52699
"rubysl-set",52690
"rack-piwik",52683
"pipely",52681
"google-cloud-video_intelligence",52678
"wisper-activerecord",52671
"process_helper",52645
"amazon_seller_central",52640
"active_admin_theme",52638
"act_as_importable",52632
"ruby_engine",52623
"flounder",52621
"rb-notifu",52616
"radiant-clipped-extension",52592
"yolo",52587
"soap4r-spox",52585
"rubysl-drb",52570
"wes-data-api",52568
"enju_question",52555
"gridle",52536
"nondestructive_migrations",52519
"sbsm",52514
"xendeploy",52510
"assertions",52492
"rsa",52488
"rubysl-uri",52477
"euston",52470
"foreverb",52462
"awesome_translations",52456
"actv",52454
"mongoid-pagination",52454
"swagger_engine",52449
"vayacondios-client",52449
"activerecord_worm_table",52447
"audit_rails",52438
"producer-core",52436
"cucumber-pro",52434
"fcrepo_wrapper",52427
"persistent-cache-ram",52413
"rubysl-net-smtp",52377
"Ruby-HL7",52371
"selenium-cucumber",52366
"grid-coordinates",52356
"informal",52340
"gridinit-jmeter",52335
"rubysl-net-ftp",52333
"validate-website",52327
"optimacms",52318
"cucumber-timecop",52306
"rubysl-tsort",52305
"tigre-client",52298
"acts_as_status_for",52298
"gollum-site",52295
"paypal_nvp",52293
"bootstrap_flash_messages",52275
"visibilityjs",52256
"rubysl-optparse",52248
"iprocess",52239
"alicorn",52235
"rubysl-rational",52212
"rubysl-expect",52201
"cloudfront-invalidator",52195
"amazon_flex_pay",52159
"cloud66-bluepill",52156
"fresh-mc",52143
"casein",52114
"miasma",52102
"cul-fedora",52100
"master_manipulator",52078
"typescript-src",52073
"bootstrap_builders",52063
"simple_workflow",52053
"gridion",52049
"after_commit_exception_notification",52045
"petergate",52044
"crazycode-cap-recipes",52034
"supermodel",52033
"probability",52025
"sms-logparser",52020
"solid_assert",52007
"win",52004
"rubysl-strscan",51991
"ember-es6_template",51982
"version_info",51980
"uploadcare-widget",51976
"concerning",51971
"light-service",51967
"growlyflash",51961
"cbeta",51953
"multipart_body",51950
"carrierwave-postgresql",51933
"fluent-plugin-td-monitoring",51903
"cassilds-model",51882
"rubysl-monitor",51857
"trailblazer-operation",51848
"wat_catcher",51840
"compass_ae_starter_kit",51836
"rubysl-ipaddr",51809
"celluloid-redis",51803
"coherent",51795
"razor-client",51791
"micon",51789
"minimal",51783
"acts_as_tokenizable",51779
"ruby-opengl",51777
"weel",51775
"alego",51768
"gender_detector",51759
"retry_block",51759
"gamebox",51753
"win32-sound",51751
"meurio_ui",51750
"devise_uid",51750
"chili",51749
"maybe",51742
"rubysl-getoptlong",51740
"cap_gun",51736
"ernie",51723
"bbcoder",51715
"methodize",51711
"easyoperate",51708
"adhearsion-asterisk",51696
"application_configuration",51691
"acts_as_state_machine",51690
"cluster",51689
"anaconda",51685
"whenever-elasticbeanstalk",51643
"inline-style",51630
"metar-parser",51613
"rubysl-net-imap",51612
"logstash-input-eventlog",51610
"markitup-rails",51604
"newjs",51602
"coney_island",51595
"geoptima",51594
"woody-decorators",51590
"openurl",51584
"omniauth-orcid",51572
"zerg_support",51555
"snippr",51537
"rubysl-xmlrpc",51532
"capistrano-django",51529
"devil",51522
"crab",51516
"lemmatizer",51507
"rubysl-mutex_m",51504
"pipetree",51486
"benhoskings-hammock",51486
"minke",51474
"acts_as_graph_object",51474
"normalize-scss",51473
"cucumber-api",51469
"litmus_paper",51468
"nendo",51460
"mtg-db",51459
"Realiaser",51450
"rubysl-net-telnet",51445
"rubysl-net-protocol",51441
"fog-vcloud-director",51428
"easy-deployment",51420
"brass",51410
"check_passenger",51397
"hydeweb",51394
"call_center",51378
"credit_card_sanitizer",51376
"rubysl-net-pop",51370
"chimps",51363
"torquebox-backstage",51353
"starling",51352
"steam-condenser",51345
"engineyard-theme",51330
"ruby-nagios",51330
"addic7ed",51327
"cloudformer",51323
"authlogic-connect",51319
"capistrano-bundle_rsync",51317
"fiscali",51309
"enju_inventory",51309
"github-ldap",51305
"logstash-lite",51298
"gerbilcharts",51294
"font-kit-rails",51293
"whoops",51284
"rubysl-io-wait",51277
"git-hub",51277
"jquery-hoverIntent-rails",51276
"buzzcore",51267
"ransack_ui",51266
"gitdoc",51264
"websocket-native",51260
"style-guide",51260
"Polar",51257
"enginex",51255
"modern_times",51254
"songkick-transport",51240
"lita-stocks",51236
"logstash_auditor",51234
"msgpack-rpc-over-http",51224
"rubysl-timeout",51214
"kitchen_hooks",51209
"blacklight-access_controls",51190
"savon_spec",51186
"mailtrap",51178
"eat",51173
"sequenceserver",51165
"jasmine_junitxml_formatter",51163
"fluent-plugin-influxdb",51159
"doorkeeper-i18n",51158
"caboose-store",51147
"yard-nowpunk",51140
"brpm_content_framework",51124
"faster_rubygems",51112
"teabag",51108
"touch_action",51107
"twitter-bootswatch-rails-helpers",51106
"conduit-reactor",51097
"ors",51091
"baza",51076
"mad_mimi_two",51075
"what",51055
"wikidata-client",51053
"logstash-output-exec",51035
"jekyll-s3",51034
"gemsurance",51025
"backgrounded",51023
"rubysl-cmath",51015
"soar_auditor_api",50999
"page_object_wrapper",50996
"rubysl-pstore",50992
"commission_junction",50982
"zfben_libjs",50962
"bind-it",50960
"voldemort-rb",50955
"tpkg",50954
"rubysl-continuation",50944
"vimgolf",50926
"rubysl-observer",50922
"proj4rb",50922
"rubysl-profile",50913
"graylog2-resque",50913
"mapbox-rails",50912
"padma-assets",50911
"rubysl-sync",50909
"sumodev",50905
"rubysl-scanf",50898
"capybara-accessible",50893
"rubysl-weakref",50890
"rubysl-rss",50889
"rubysl-webrick",50889
"el_vfs_client",50882
"harvested",50880
"corn_js",50869
"quickbase_client",50867
"kickbox",50861
"modularize",50854
"rails4_upgrade",50852
"maestrano-connector-rails",50824
"linner",50803
"rubysl-thwait",50803
"config_context",50779
"devdnsd",50772
"linkedin-scraper",50771
"digest-murmurhash",50770
"error_messages",50764
"correios-cep",50756
"le1t0-capistrano",50748
"logger-application",50735
"aipim-rails",50719
"boxxspring",50716
"photoswipe-rails",50708
"css3buttons",50701
"kitchen-google",50699
"faalis",50691
"opencpu",50689
"rushover",50666
"ruby-postgres",50658
"em-udns",50656
"brownpapertickets",50652
"isono",50644
"cloudservers",50636
"rangy-rails",50633
"websolr-sunspot_rails",50618
"statsd",50617
"svutil",50608
"ziya",50601
"klout",50593
"trusty-cms",50581
"ambition",50573
"occi-core",50562
"cliutils",50559
"littleneck_clamav",50559
"locomotive-aloha-rails",50544
"ruby_info",50520
"events",50512
"csspool-st",50501
"dust-generators",50500
"hatchet",50475
"gemlock",50472
"iseq",50461
"hypernova",50452
"app-mgr",50445
"rasputin",50437
"opener-polarity-tagger",50436
"comfy_blog",50429
"rufus-jig",50426
"jade-js-source",50412
"custom-attributes",50408
"mdd",50406
"paul_bunyan",50395
"tf-idf-similarity",50376
"powify",50307
"redde",50295
"stasis",50274
"lita-xkcd",50270
"rubysl-gserver",50259
