Gem Name,Download Count
"raygun4ruby",410780
"logstash-mixin-http_client",410654
"logstash-input-http",410632
"punycode4r",410541
"pretender",410466
"sift",410085
"coffee-rails-source-maps",409207
"autotest-growl",408789
"errbase",408680
"puppet-lint-spaceship_operator_without_tag-check",408372
"google_visualr",408266
"dotiw",408209
"autoproj",408116
"powder",407883
"delayed_job_mongoid",407789
"subcontractor",407236
"enum_help",407200
"engineyard-cloud-client",407148
"bosh-registry",407082
"bosh-stemcell",406842
"rbzip2",406523
"tapp",406136
"calendar_date_select",405936
"given_core",405885
"flt",405174
"active_record_shards",404720
"pivotal-tracker",404672
"membrane",404172
"sslshake",403747
"openssl",403618
"resque-web",403471
"twitter_oauth",403290
"capybara-firebug",402801
"package_cloud",402799
"vagrant-hostmanager",402670
"six-updater",401165
"writeexcel",401009
"circuitbox",400995
"sensu-plugins-ntp",400974
"avro",400630
"twilio",400185
"echoe",400119
"rocket_pants",399796
"manticore",399766
"narray",399647
"smtpapi",399637
"metasploit-concern",399488
"sidekiq-middleware",399415
"bootstrap-sass-rails",398579
"active_interaction",398549
"clamav",398445
"symmetric-encryption",398387
"modular-scale",398181
"sauce-connect",397490
"localeapp",397418
"tracker_api",397397
"rake_commit",397366
"grape_logging",397185
"logstash-output-elasticsearch",396691
"distance_measures",396657
"unidecoder",396122
"jnunemaker-validatable",396003
"clearance",395874
"authy",395754
"unicode_scanner",395364
"gitlab-license",395004
"lol_dba",394770
"minitest-capybara",394143
"comma",393803
"mongoid-tree",392669
"language_list",392635
"sensu-plugins-chef",392528
"mothership",392241
"gitlab_emoji",392019
"jasmine-headless-webkit",391076
"geokit-rails3",390998
"ngannotate-rails",390223
"mobile-fu",390169
"specific_install",390103
"beaneater",390001
"fullcalendar-rails",389767
"crummy",389501
"puppet_facts",389241
"jsobfu",389120
"middleman-syntax",388858
"acts_as_votable",388742
"mlanett-redis-lock",388636
"queue_classic",388385
"vine",388043
"salesforce_bulk_api",387801
"activeuuid",387553
"wkhtmltopdf-heroku",387376
"http_logger",387267
"oa-enterprise",387225
"ghostplus",387151
"engen",387057
"derailed_benchmarks",386673
"gridster-rails",386639
"oa-basic",385967
"metasploit-model",385914
"rubigen",385883
"rails-timeago",384876
"delighted",384678
"phrase",384525
"logstash-codec-line",384490
"logstash-input-stdin",384254
"rbbt-util",384236
"right_support",384149
"bosh_cli_plugin_micro",383909
"ci_reporter_minitest",383541
"cql-rb",383240
"cloudfiles",382812
"model_attribute",382636
"m",382442
"rforce",382290
"airborne",382049
"jekyll-github-metadata",381176
"cf-uaac",381055
"ohm",380278
"mutations",380082
"devise_ldap_authenticatable",379744
"bitfields",379412
"logstash-output-amazon_es",379354
"nyan-cat-formatter",379279
"webpacker",379259
"fluent-mixin-config-placeholders",379119
"htmlcompressor",377256
"interactive_editor",377198
"bit-struct",376982
"picky",376432
"autodoc",376031
"bosh_openstack_cpi",376030
"authority",375930
"acts_as_api",375680
"bosh_aws_cpi",375644
"levenshtein",375580
"attachment_on_the_fly",375439
"racksh",375415
"key_struct",375055
"waitutil",374838
"middleman-cli",374682
"hairtrigger",373661
"blacklight",373425
"s3_direct_upload",373331
"openid_connect",372870
"ruby-protocol-buffers",372753
"watir-scroll",372461
"bosh_vsphere_cpi",372428
"switch_user",372383
"jquery-minicolors-rails",371493
"flipper-active_record",371349
"mongoid_rails_migrations",371267
"picky-client",371165
"backlog",370617
"mandrill_mailer",370479
"beanstalk-client",370343
"bosh-core",369701
"ripl",367893
"heapy",367784
"attr_extras",367646
"travis-lint",367202
"whois-parser",366963
"home_run",366878
"logstash-output-kafka",366771
"capistrano-npm",366702
"nats",366578
"backbone-rails",366344
"lob",365861
"resque-lock",365115
"rubber",364789
"activerecord-tableless",364366
"sequel_pg",364239
"bootsnap",364237
"rack-throttle",363972
"mail_form",363922
"mongoid-paperclip",363604
"win32screenshot",363455
"async_sinatra",362508
"message_bus",362315
"capifony",362283
"artifice",362236
"logstash-filter-xml",362233
"formtastic-bootstrap",361744
"bootstrap-switch-rails",361716
"sup",361603
"rbnacl-libsodium",361137
"collapsium-config",360799
"kaminari-mongoid",360315
"pastel",360202
"rainbows",360110
"feedzirra",359746
"iban-tools",359673
"sassy-buttons",358212
"chart-js-rails",357586
"msgpack-jruby",357473
"namae",357024
"jsonapi-resources",356587
"right_api_client",356381
"jquery-scrollto-rails",356354
"lita-slack",356166
"minitest-rails-capybara",356043
"parse-cron",355999
"cfndsl",355580
"patternfly-sass",355578
"ckeditor_rails",355535
"its-it",355150
"tupalo-kdtree",355120
"multi-select-rails",355075
"moodle2cc",354937
"rubysl-securerandom",354807
"gdk_pixbuf2",354802
"rspec-activejob",354745
"rexle",354299
"strptime",353696
"clearbit",353610
"teaspoon-mocha",353229
"reverse_markdown",352763
"kitchen-ec2",352759
"regexp_parser",352462
"logstash-filter-mutate",352251
"equatable",352117
"anjlab-bootstrap-rails",352053
"dicks",351913
"with_model",351824
"xeroizer",351688
"atk",350082
"flights_gui_tests",349871
"descriptive-statistics",349850
"heroku_san",349817
"simple_xlsx_reader",349321
"knife-ec2",349231
"simplecov-json",349011
"vagrant-omnibus",348872
"webhdfs",348645
"cf",348326
"sinatra-cross_origin",348259
"guard-pow",348249
"data_migrate",347539
"transpec",347521
"sensu-plugins-filesystem-checks",347204
"prawn_rails",346773
"spring-commands-rubocop",346772
"fullcontact",346631
"flickraw",346529
"logstash-filter-clone",345914
"transitions",345638
"capybara-mechanize",344977
"fast_trie",344836
"deadlock_retry",344694
"transaction_isolation",344111
"albino",343334
"rspec-hiera-puppet",342804
"user-choices",342322
"logstash-input-kafka",341700
"fluent-plugin-kinesis",340597
"s3_website",340227
"ruby-stemmer",339943
"td-logger",339798
"logstash-filter-geoip",339746
"librarian-chef",339284
"win32-dir",339118
"mailgun_rails",339031
"digest-crc",338330
"indefinite_article",338065
"win32-open3-19",338060
"schema_monkey",337904
"brock",337731
"safety_mailer",337636
"open5",337483
"flag_shih_tzu",336930
"logstash-input-generator",336734
"sinatra-reloader",336136
"ruby_http_client",336087
"craftbelt",335997
"ruby-ldap",335250
"s4t-utils",335078
"hetchy",335002
"jc-validates_timeliness",334921
"shortener",334874
"logstash-filter-grok",334553
"rakismet",334446
"git_diff_parser",334061
"schema_plus_core",333845
"bosh-director",333827
"file_validators",333441
"RubyApp",333174
"kss",333058
"jslint_on_rails",332812
"youtube_it",332794
"tlb-cucumber",332351
"tlb-core",331855
"ZURB-foundation",331823
"guard-zeus",331787
"actionwebservice",331630
"onering-client",331402
"bulk_insert",331279
"nanoc",331243
"rack-dev-mark",331149
"parallelized_specs",331025
"woothee",330903
"grape-rabl",330736
"rpush",330492
"bitmask_attributes",330103
"neography",330043
"swagger-docs",330003
"obbistrano",328812
"yt",328707
"logstash-filter-useragent",327733
"sidekiq-throttled",327663
"i18n-country-translations",327399
"spree_backend",327281
"task_list",327090
"wannabe_bool",326655
"unobtainium",326414
"slack-api",326345
"bosh-director-core",326196
"ruby-elf",325891
"google-cloud-monitoring",325670
"logstash-filter-kv",325561
"stathat",325485
"oauth-plugin",325375
"modware",325268
"travis_dedup",325119
"linguistics",324803
"rmail",324738
"newrelic_plugin",324567
"spree_frontend",324212
"gitlab-grack",324121
"amazon-ecs",324111
"logstash-filter-dns",323956
"dnssd",323949
"ledermann-rails-settings",323816
"cssmin",323611
"logstash-filter-csv",323380
"middleman-autoprefixer",323356
"logstash-filter-fingerprint",323180
"sassy-math",323146
"enumerate_it",322680
"interactor-rails",322582
"nokogiri-styles",322384
"bosh-release",321721
"aes",321571
"bosh-monitor",321497
"ammeter",321452
"seo_meta",321352
"logstash-filter-syslog_pri",321169
"origami",321021
"logstash-filter-metrics",320775
"simpleidn",320770
"logstash-filter-json",320501
"gitlab-elasticsearch-git",320467
"jekyll-assets",320364
"bosh_cli_plugin_aws",320314
"logstash-filter-throttle",320261
"logstash-filter-split",320229
"logstash-output-stdout",320022
"guard-teaspoon",319991
"recipient_interceptor",319950
"logstash-filter-urldecode",319933
"ahoy_matey",319904
"sunspot_matchers",319772
"capybara_minitest_spec",319713
"logstash-filter-ruby",319623
"logstash-filter-drop",319610
"report_builder",319502
"logstash-filter-sleep",318909
"spork-minitest",318827
"km",318397
"bump",318031
"redis-sentinel",317990
"ruby-mysql",316970
"double-bag-ftps",316638
"vmc",316321
"neo4j",316160
"user-agent-randomizer",316024
"contentful",315781
"logstash-mixin-aws",315725
"pdf-forms",315645
"makara",315373
"angular-ui-bootstrap-rails",315349
"logstash-input-s3",315330
"gene_pool",314528
"rails-perftest",314418
"require_relative",313220
"bard",313212
"logstash-output-s3",313137
"google-cloud-core",313034
"fossil",312301
"capistrano-log_with_awesome",312277
"dkim",312179
"mutant",311984
"caldecott-client",311646
"pre-commit",311622
"it-logica-application-backbone",311491
"tlsmail",311258
"shared-mime-info",311211
"apns",311184
"cloudfront-signer",310659
"trinidad",310423
"nfqueue",310232
"jshintrb",309937
"bootstrap-multiselect-rails",309460
"bitters",309232
"async-rack",309219
"middleman-s3_sync",308961
"combustion",308877
"middleman-blog",308836
"dashing",308743
"hub",308533
"logstash-output-null",308404
"rails3_acts_as_paranoid",308390
"omniauth-salesforce",308274
"logstash-output-rabbitmq",308247
"resque-dynamic-queues",307666
"safely_block",307624
"spinjs-rails",306727
"logstash-codec-netflow",306034
"rubydns",305929
"carrierwave_direct",305815
"rack-flash3",305742
"logster",305157
"ifttt-gdash",304965
"send_with_us",304764
"ng-rails-csrf",304705
"foursquare2",304666
"simplecov-csv",304604
"sourcify",304505
"legato",304281
"pango",304019
"datamapper",304009
"fluent-mixin-rewrite-tag-name",303493
"safe_attributes",303449
"dice_bag",303173
"sqreen",303117
"net-dhcp",303092
"spider",303054
"ruby-oembed",301795
"picky-generators",301585
"refinerycms-core",301156
"logstash-input-elasticsearch",301118
"filesystem",300779
"rbpdf-font",300627
"guard-test",300590
"multipass",300445
"yaml-lint",300308
"logstash-output-file",299604
"pivotal_git_scripts",298745
"tidy",298602
"coffeelint",298602
"active_metadata",298448
"logstash-codec-rubydebug",298116
"logstash-input-redis",297978
"redphone",297845
"logstash-codec-collectd",297776
"fileutils",297714
"validate_email",297708
"p4ruby",297455
"refinerycms-pages",297068
"rails_apps_composer",296772
"templater",296738
"chef-handler-profiler",296447
"logstash-output-graphite",296428
"refinerycms-resources",296054
"naturally",295820
"refinerycms-images",295800
"logstash-filter-uuid",295783
"logstash-input-twitter",295628
"xml-mapping",295555
"logstash-input-syslog",295486
"logstash-output-redis",295433
"filewatcher",295240
"vagrant-hostsupdater",295186
"rails-sass-images",295152
"logstash-output-cloudwatch",295063
"logstash-output-sqs",294560
"will_paginate_mongoid",294524
"logstash-codec-msgpack",294450
"fluent-plugin-grok-parser",294237
"logstash-input-gelf",294045
"nest",294024
"logstash-codec-fluent",294019
"logstash-output-tcp",293751
"logstash-input-unix",293330
"logstash-input-sqs",293199
"peek",293074
"lita-karma",293007
"logstash-output-udp",292892
"logstash-input-udp",292758
"peek-performance_bar",292745
"logstash-input-graphite",292691
"logstash-codec-graphite",292495
"logstash-output-csv",292477
"logstash-output-sns",292464
"logstash-input-ganglia",292413
"rdf-rdfxml",292392
"logstash-input-exec",292379
"png_quantizator",292375
"logstash-codec-edn_lines",292317
"resque-smtp",292289
"logstash-codec-edn",292155
"oa-more",292120
"capybara-angular",292064
"logstash-codec-dots",291726
"logstash-output-pipe",291471
"rspec-json_expectations",291418
"fixture_builder",291080
"logstash-input-pipe",291070
"logstash-codec-es_bulk",291022
"logstash-output-pagerduty",290834
"swd",290706
"rserve-client",290562
"impressionist",290303
"logstash-input-heartbeat",290143
"logstash-input-snmptrap",290112
"refinerycms-i18n",290046
"logstash-input-imap",289893
"multi_fetch_fragments",289531
"resque-sentry",289302
"ms_rest_azure",289240
"jls-lumberjack",288969
"persistent_http",288587
"ms_rest",288410
"sensu-plugins-elasticsearch",288337
"ruby-odbc",287869
"capistrano-rails-console",287821
"rhodes",287790
"que",287780
"logstash-output-nagios",287746
"omniauth-identity",287729
"sugarcube",287696
"tod",287645
"barista",287642
"capistrano-file-permissions",287616
"fluent-plugin-bigquery",287381
"jruby-stdin-channel",287087
"picky-statistics",286685
"aws-flow-core",286360
"ops_manager_ui_drivers",286347
"tty-color",285817
"chargify_api_ares",285801
"tmail",285768
"logstash-input-http_poller",285481
"jquery-slick-rails",285006
"logstash-input-jdbc",284961
"vanity",284721
"rscribd",284578
"logstash-input-lumberjack",284527
"write_xlsx",284201
"mongoid_slug",283917
"gollum",283902
"cheffish",283248
"resque-multi-job-forks",283074
"classy_enum",282798
"nayutaya-msgpack-pure",282628
"rails_pwnerer",282240
"anima",282204
"ffi-icu",281798
"resque_unit",281754
"request_exception_handler",281736
"logstash-mixin-rabbitmq_connection",281672
"standalone_migrations",281653
"azure-storage",281387
"auto_html",281117
"text-hyphen",280944
"gelfd",280831
"angularjs-rails-resource",280587
"logstash-input-log4j",279894
"rex",279810
"tabs_on_rails",279684
"carrierwave-base64",279506
"logstash-core",279451
"rspec-puppet-utils",279383
"bhf",279358
"snappy-jars",279281
"bootswatch-rails",278910
"xml-object",278847
"archive",278817
"picky-live",278815
"active_support",278594
"ratelimit",278276
"acts_as_tenant",278190
"gtk2",278041
"logstash-output-statsd",277988
"puppet-lint-appends-check",277987
"steak",277923
"shelly",277903
"trinidad_jars",277896
"em-winrm",277734
"data_miner",277207
"concur",276869
"minitest-rg",276806
"hydra-head",276575
"logging-rails",276407
"prmd",276314
"httplog",276294
"recurrence",276197
"refinerycms-dashboard",276099
"cb-api",276056
"metainspector",276001
"webfinger",275581
"merit",275174
"levenshtein-ffi",275142
"file-dependencies",274727
"logstash-input-irc",274485
"vagrant-berkshelf",274478
"logstash-input-xmpp",274261
"hkdf",274015
"nexmo",273837
"methadone",273118
"minitar-cli",273060
"marc",273037
"sensu-plugins-rabbitmq",273018
"activevalidators",272989
"gem_config",272769
"logstash-output-xmpp",272579
"ember-cli-rails",272469
"rqrcode_png",272467
"acts_as_commentable_with_threading",272172
"rails_warden",272165
"backburner",272129
"piet",271967
"json-ld",271796
"rdf-xsd",271764
"waz-storage",271604
"logstash-output-irc",271550
"jquery_mobile_rails",271484
"social_stream",271208
"js_cookie_rails",271150
"lita-slack-karma-sync",270944
"aescrypt",270695
"finagle-thrift",270591
"logger-colors",270532
"google-dfp-api",270341
"rubyvis",270139
"activerecord-jdbch2-adapter",270036
"ffi-rzmq-core",269985
"mpxj",269966
"restpack_serializer",269899
"cal-heatmap-rails",269654
"logstash-input-couchdb_changes",269539
"command_runner_ng",269314
"cuke_sniffer",269139
"nagios_check",269022
"mobylette",269012
"vagrant-aws",268912
"sugar-high",268658
"magic_encoding",268180
"damerau-levenshtein",268124
"globalize-accessors",267985
"docsplit",267914
"azure_mgmt_network",267886
"global",267695
"mongoid_paranoia",267573
"contentful-management",266788
"handlebars",266602
"refinerycms-authentication",266599
"configure-s3-website",265613
"ParseTree",265504
"materialize-sass",265037
"turnip_formatter",264981
"html_truncator",264511
"peek-gc",264401
"reform-rails",264295
"plissken",264279
"open-uri-cached",264275
"muck-engine",264220
"zabbix",263986
"win32-eventlog",263601
"ruby-saml-mod",263345
"easypost",263243
"ach",262984
"watobo",262893
"ruby-xslt",262838
"ohm-contrib",262779
"vagrant-wrapper",262685
"watir-classic",262660
"amazon-pricing",262504
"peach",262284
"firebase",262164
"db-charmer",261750
"acts_as_follower",261594
"mobileesp_converted",261440
"metasm",261216
"deprecation",260739
"cucumber_statistics",260439
"derailed",260433
"ga_cookie_parser",260430
"simple_blobstore_server",260378
"rspec-cells",260370
"azure_mgmt_storage",260287
"moji",260230
"win32-security",259978
"graphiql-rails",259913
"leaflet-rails",259803
"azure_mgmt_compute",259589
"azure_mgmt_resources",259453
"compass-960-plugin",258724
"munin-ruby",258713
"traceroute",258602
"version",258336
"validatable",258199
"open_gem",258193
"github_changelog_generator",258111
"appstats",258051
"acts_as_audited",258016
"vertica",257857
"rroonga",257800
"gotime-cassandra_object",257669
"logstash-output-webhdfs",257498
"active_enum",257316
"dry-struct",256996
"earth",256893
"rack-accept-media-types",256867
"chef-handler-mail",256454
"pedump",256170
"animate-rails",256044
"schema_plus_indexes",256017
"paquet",255964
"selenium-rc",255954
"monit",255688
"tmuxinator",255666
"maildir",255218
"nylas",254886
"simpleconfig",254628
"r18n-core",254606
"persistent_httparty",254456
"sprite-factory",254350
"rdf-rdfa",254279
"inst-jobs",253951
"iron_mq",253851
"debugger-xml",253841
"activerecord-jdbchsqldb-adapter",253796
"peek-mysql2",253710
"js_regex",253631
"riemann-babbler",253610
"jquery-migrate-rails",253402
"zipkin-tracer",253394
"semver",253154
"em-proxy",252845
"rubystats",252735
"differ",252427
"actionmailer_inline_css",252353
"migration_comments",252334
"auto_tagger",252239
"actionview-encoded_mail_to",252229
"gem_publisher",251979
"fancybox-rails",251813
"eb_deployer",251782
"mandrill-rails",251467
"jdbc-derby",251366
"peek-redis",251202
"action_kit_api",251050
"mongoid-locker",250829
"webpush",250638
"http_configuration",250633
"logstash-codec-cef",250631
"permanent_records",250503
"test-helpers",250054
"acfs",249756
"couchbase",249675
"codersdojo",249648
"mini_fb",249578
"simplecov-console",249573
"ar_mailer",249510
"clipboard-rails",249169
"FakeWeb",249105
"fb_graph2",248718
"fluent-plugin-ec2-metadata",248648
"om",248582
"semantic_logger",248440
"marionette-rails",248295
"omnicontacts",247762
"nexpose",247743
"cheat",247674
"delocalize",247515
"datagrid",247235
"ferret",247170
"logstash-core-plugin-api",246919
"statsample",246766
"blimpy",246538
"Active",246303
"rack-respond_to",246225
"sunspot_test",245366
"canonix",245240
"jamespath",245154
"ruby-debug-base19x",245115
"torquebox-web",245003
"json-jruby",244901
"epitools",244860
"activeadmin-selleo-cms",244846
"rfc822",244833
"omniauth-shopify-oauth2",244778
"sendgrid_toolkit",244617
"tzip",244554
"bibtex-ruby",244243
"json_api_client",243869
"json_builder",242884
"activerecord_any_of",242877
"quantile",242871
"activerecord-jdbcderby-adapter",242848
"rubocop-git",242833
"ruby-units",242786
"instrumental_agent",242616
"autotest-fsevent",242587
"agent_orange",242578
"haversine",242392
"browser-timezone-rails",242266
"adyen",242106
"csv_builder",241822
"sproutcore",241805
"fluent-plugin-kafka",241598
"dm-observer",241566
"rkelly",241546
"chargebee",241323
"logstash-filter-dissect",241225
"opener-daemons",241022
"looksee",240596
"puppet-lint-classes_and_types_beginning_with_digits-check",240466
"imgix",240333
"goliath",240196
"gem-release",240108
"brighter_planet_layout",239986
"paypal_adaptive",239922
"timeout-extensions",239729
"remarkable",239716
"redic",239624
"i18n_generators",239427
"vinbot",239352
"redgreen",239346
"wisper-rspec",239340
"rake-compiler-dock",239223
"tire-contrib",239033
"erector",238378
"ambry",238125
"compass-rgbapng",237881
"gitlab-linguist",237826
"ruby-trello",237612
"base32-crockford",237254
"cookbooks",237180
"torquebox-core",237023
"x-editable-rails",236415
"rdf-turtle",236390
"muck-users",236390
"fluent-plugin-dstat",236332
"mobvious",236262
"todonotes",236162
"simple_record",236154
"slim_lint",236090
"frameworks-capybara",236010
"puppet-doc-lint",235922
"knife-lastrun",235806
"deathbycaptcha",235754
"embulk",235703
"vin_bank",235662
"vin_bank",235662
"fog-internet-archive",235592
"fog-joyent",235524
"phashion",235400
"kitchen-sync",235125
"upsert",234870
"ruby-nuggets",234627
"aspector",234504
"ladle",234368
"ldclient-rb",234085
"logstash-devutils",234077
"mailman",234005
"sinon-rails",233975
"client_side_validations-simple_form",233678
"deep_clonable",233417
"rb-libsvm",233135
"ruby-jmeter",232719
"badge",232634
"valvat",232626
"analytical",232466
"activerecord-postgresql-adapter",232437
"http-dump",231967
"fcgi",231797
"cassandra",231704
"jeff",231651
"chef-ruby-lvm-attrib",231531
"unix-crypt",231382
"daemons-rails",231271
"abstract_method",231122
"chef-handler-opsmatic",231018
"wash_out",230931
"fluent-plugin-flowcounter",230742
"ordered_set",230588
"neo4j-core",230128
"timeout",230101
"spree_promo",230009
"sparkr",229888
"capistrano_rsync_with_remote_cache",229881
"rails-jquery-autocomplete",229811
"nunes",229629
"active_type",229626
"google_places",229511
"global_session",229495
"uber_config",229285
"pronto-brakeman",229272
"video_info",228779
"test-unit-rr",228774
"naether",228664
"torquebox-rake-support",228552
"schema_plus_views",228528
"sinatra-assetpack",228324
"active_scaffold_vho",228197
"brcep",228034
"brcpfcnpj",227833
"uri-ssh_git",227723
"desk",227615
"jsonschema",227416
"yomu",227401
"GeoRuby",227255
"rails_email_validator",227179
"capistrano-resque",227096
"mogli",227043
"paperclip-meta",227030
"prawn-format",226929
"tunemygc",226835
"gc_stats",226739
"fog-azure",226705
"saucy",226357
"prometheus-client-mmap",226348
"blather",226341
"prawnto_2",226277
"hydra-access-controls",226235
"saxerator",226169
"spree_dash",226134
"cells-rails",226002
"ruby-readability",225965
"omniauth-stripe-connect",225761
"deferrable",225722
"sys-uptime",225691
"jquery_pwstrength_bootstrap_4",225560
"committee",225526
"pluginator",225079
"http-2",224950
"ocean-rails",224940
"awestruct",224932
"dumb_delegator",224790
"password_strength",224597
"sxp",224524
"git_clone_url",224446
"vm_shepherd",224295
"fastly",224275
"rack-google-analytics",224195
"grape-route-helpers",224184
"pundit-matchers",224124
"alchemy_cms",224031
"sidekiq-throttler",224019
"Saikuro",223917
"social-share-button",223830
"brnumeros",223588
"crypt_keeper",223556
"pjax_rails",223550
"readthis",223503
"apcera-stager-api",223461
"random_data",223204
"hipchat-api",223087
"jsonapi-serializers",222918
"handsoap",222918
"chef-server-api",222905
"xxhash",222806
"forecast_io",222715
"slimmer",222474
"mongo_mapper-unstable",222383
"modernizr",222310
"guard-ctags-bundler",222155
"activerecord4-redshift-adapter",222117
"guess_html_encoding",222041
"act-fluent-logger-rails",221934
"bootstrap-select-rails",221857
"kmts",221738
"frank-cucumber",221612
"gchartrb",221412
"minitest-focus",221353
"cloudformation-ruby-dsl",221332
"valid_attribute",221326
"route_translator",220882
"activeldap",220852
"opener-core",220717
"sneaky-save",220590
"hobo",220437
"air18n",220402
"sanitize_email",220398
"hellosign-ruby-sdk",220387
"applicious_utils",220101
"breach-mitigation-rails",220094
"piet-binary",220060
"saddler-reporter-support-git",220020
"balanced",219939
"gorillib",219839
"saddler-reporter-github",219798
"torquebox",219765
"slackr",219534
"once-ler",219450
"refinerycms-settings",219415
"sensu-plugins-redis",219398
"solrizer",219129
"lockdown",219067
"splunk-sdk-ruby",218920
"ltsv",218869
"safe_shell",218759
"rgl",218618
"packet",218569
"validates_overlap",218344
"acpc_poker_types",218300
"encrypted_cookie_store-instructure",218246
"old_sql",218185
"validation_reflection",218138
"parsley-rails",218122
"hydra-core",218022
"saddler-reporter-text",217845
"saddler",217622
"graphql-batch",217509
"sidekiq-statistic",217346
"chef-server-webui",217253
"brdinheiro",217137
"ey-hmac",217114
"gdata",217065
"xcpretty-bb",216975
"torquebox-messaging",216919
"jsduck",216826
"jettywrapper",216695
"shackles",216691
"soundcloud",216649
"rspec-parameterized",216569
"erb2haml",216421
"hirb-unicode-steakknife",216185
"coffee-react",216176
"chef-api",216156
"rack-health",216071
"ajax-datatables-rails",215749
"dry-monads",215659
"ember-handlebars-template",215542
"ddtrace",215487
"newgem",215406
"amalgalite",215387
"postgres-pr",215318
"social_stream-base",215278
"linux_admin",214908
"apitome",214797
"ruby-thumbor",214656
"minitest-stub_any_instance",214628
"json5",214509
"buweb_content_models",214483
"rbtree",214376
"redisk",214356
"fig",214029
"daengine",213997
"active_reload",213919
"ebnf",213906
"wepay-rails",213870
"schema_plus_pg_indexes",213834
"metamagic",213819
"activeresource-response",213728
"rfc-822",213430
"anbt-sql-formatter",213411
"checkstyle_filter-git",213362
"semantic-ui-sass",213097
"prometheus-client",213086
"shenzhen",212923
"gepub",212817
"caren-api",212771
"rspec-system",212748
"em-hot_tub",212710
"360_services",212571
"arrest",212453
"pg_query",212419
"sparql-client",212313
"thread-parent",212163
"textacular",212105
"hutch",211846
"uservoice-ruby",211844
"saddler-reporter-support",211693
"torquebox-naming",211601
"dynarex-blog",211507
"dm-active_model",211379
"accept_values_for",211042
"bacon",210911
"bcrypt_pbkdf",210668
"faker-medical",210660
"acl9",210574
"rak",210529
"opener-webservice",210486
"jekyll-swiss",210474
"necromancer",210457
"ruby18_source_location",210416
"pry-theme",210354
"brhelper",210267
"oni",210256
"ruby_dig",210180
"stream",210006
"coffee-filter",209899
"guard-sass",209885
"brstring",209517
"device_detector",209495
"bones",209407
"rtf",209401
"raddocs",209297
"aws-record",209276
"image_optimizer",209001
"prerender_rails",208784
"oat",208739
"sidekiq_mailer",208630
"acts_as_ferret",208615
"rchardet19",208572
"brdata",208561
"logify",208442
"adhearsion",208386
"ruby-enum",208322
"plaid",208007
"cheetah",207889
"finance",207862
"opener-callback-handler",207805
"squash_ruby",207727
"octiron",207668
"email_verifier",207453
"guard-compass",207087
"coverband",207000
"mimetype-fu",206925
"area",206824
"dynect_rest",206704
"stoplight",206572
"to_xls",206545
"redis-scripting",206380
"elasticsearch-dsl",206253
"promise.rb",206043
"buildkit",205937
"fluent-plugin-kubernetes_metadata_filter",205927
"vedeu",205825
"ruby-gmail",205745
"torquebox-transactions",205626
"insensitive_hash",205605
"peek-rblineprof",205573
"mdl",205381
"futuroscope",205365
"retina_tag",205240
"middleman-more",205199
"nexus_cli",205085
"yard-cucumber",204853
"jekyll-avatar",204790
"eycap",204484
"boxr",204414
"zonefile",204299
"dev_tasks",204186
"gio2",204095
"spreewald",204024
"savon_model",203984
"quickbooks-ruby",203841
"fog-azure-rm",203773
"drydock",203640
"query_reviewer",203628
"boson",203430
"merb-core",203393
"apivore",203308
"linode",203301
"tumblr_client",203143
"abundance",203116
"strongbox",203049
"jmx4r",203020
"circleci",202848
"activerecord-postgres-array",202725
"autonumeric-rails",202672
"active_frontend",202441
"LitleOnline",202348
"reportbuilder",202300
"torquebox-stomp",202290
"hiera-puppet-helper",202248
"parse-ruby-client",202209
"activerecord-jdbcmssql-adapter",202200
"cache",202174
"rcsv",202173
"wice_grid",202105
"rubydora",202103
"wysiwyg-rails",201953
"torquebox-configure",201875
"rdf-n3",201766
"tweetstream",201609
"torquebox-cache",201351
"globalize-versioning",201193
"tdiff",201179
"omniauth-cas",201133
"no_peeping_toms",201056
"foundation-icons-sass-rails",201054
"omniauth-tumblr",200994
"phcmemberspro",200927
"mutant-rspec",200918
"bootstrap-generators",200896
"rsvg2",200837
"git_remote_branch",200734
"eu_central_bank",200721
"capify-ec2",200608
"cowtech-rails",200141
"torquebox-security",200135
"clbustos-rtf",200111
"valium",200034
"mail-iso-2022-jp",199947
"hippie_csv",199761
"sqeduler",199737
"axe-matchers",199644
"inch",199562
"active_skin",199558
"transaction_retry",199439
"useragents",199401
"flip",199388
"opentok",199297
"woople-theme",199290
"smock",199246
"administrate",199127
"datetime_picker_rails",199087
"rack-fiber_pool",198981
"vagrant-cachier",198973
"requisite",198891
"feature",198824
"rdf-isomorphic",198610
"grape-swagger-entity",198573
"fake_sqs",198333
"csvlint",197941
"sprockets-coffee-react",197736
"htauth",197557
"turbograft",197549
"event_emitter",197491
"tailor",197461
"mls",197445
"viki-api",197409
"sinatra-asset-pipeline",197281
"ridgepole",197260
"chef-server",197194
"env_branch",197152
"route_downcaser",196802
"decorators",196719
"six-rsync",196607
"brazilian-rails",196607
"google-cloud-storage",196504
"unobtainium-multifind",196458
"rdoc-data",196315
"longurl",196303
"cucumber-rails-training-wheels",196293
"dbd-pg",196248
"centurion",196232
"gs2crmod",196142
"net_http_unix",196029
"tracksperanto",195886
"artii",195857
"searchjoy",195847
"busser-rspec",195779
"canvas_connect",195470
"nokogiri-diff",195425
"simple_calendar",195387
"rack_csrf",194965
"polylines",194857
"automatiek",194580
"aws-es-transport",194555
